Age,Salary,Department,Experience,Satisfaction,Gender
43.0,,HR,,2,Male
39.0,72431.0,Marketing,22.0,3,Female
56.0,,Sales,22.0,3,Female
19.0,,Sales,16.0,2,Female
,,HR,16.0,1,Male
56.0,34837.0,Engineering,14.0,3,Male
43.0,141984.0,HR,6.0,2,Male
63.0,,Engineering,2.0,4,Male
67.0,113163.0,Engineering,14.0,3,Male
32.0,101232.0,Engineering,16.0,2,Female
51.0,78994.0,Engineering,23.0,5,Male
59.0,109079.0,Engineering,20.0,3,Male
61.0,42615.0,HR,13.0,5,Female
66.0,31466.0,Engineering,15.0,3,Female
57.0,,Marketing,12.0,3,Male
28.0,148645.0,Marketing,9.0,5,Female
20.0,113886.0,Engineering,,1,Female
23.0,,Marketing,,2,Female
26.0,128566.0,Sales,,1,Male
23.0,50746.0,HR,14.0,1,Female
26.0,118422.0,HR,20.0,2,Female
56.0,139884.0,Engineering,,4,Male
48.0,,Engineering,,1,Female
,138440.0,Sales,8.0,1,Female
58.0,128187.0,Engineering,8.0,1,Male
67.0,103369.0,Marketing,22.0,4,Male
29.0,31893.0,Sales,,3,Male
25.0,,Marketing,16.0,5,Female
25.0,126907.0,HR,27.0,5,Male
67.0,70874.0,Marketing,24.0,4,Male
45.0,107362.0,HR,28.0,1,Female
37.0,129956.0,Marketing,29.0,5,Female
,,HR,28.0,4,Female
24.0,148580.0,Engineering,10.0,2,Female
28.0,63367.0,Marketing,,5,Female
37.0,,HR,,2,Male
,146600.0,Marketing,27.0,1,Male
21.0,121404.0,Sales,17.0,5,Male
23.0,104328.0,Engineering,1.0,4,Female
39.0,,HR,18.0,3,Male
43.0,,Sales,10.0,5,Female
20.0,66405.0,Marketing,26.0,5,Female
58.0,,Sales,21.0,5,Male
59.0,138659.0,Marketing,4.0,5,Male
,45989.0,Engineering,1.0,4,Female
28.0,58931.0,Sales,4.0,4,Female
35.0,39290.0,Engineering,4.0,3,Male
29.0,68367.0,HR,,4,Male
40.0,109878.0,Marketing,4.0,4,Female
29.0,120477.0,Marketing,17.0,1,Female
30.0,109481.0,Engineering,9.0,1,Female
42.0,106298.0,Engineering,19.0,2,Female
62.0,60133.0,HR,13.0,3,Male
68.0,142616.0,Sales,4.0,1,Male
36.0,,Marketing,5.0,3,Female
63.0,,Marketing,29.0,3,Female
53.0,137286.0,HR,13.0,5,Male
62.0,115489.0,HR,,3,Female
25.0,70475.0,Engineering,16.0,5,Female
46.0,112666.0,Engineering,22.0,2,Female
49.0,126622.0,Sales,5.0,2,Female
68.0,,HR,8.0,2,Female
61.0,34633.0,Sales,,5,Female
35.0,47304.0,HR,1.0,5,Male
,,Marketing,23.0,2,Female
35.0,127820.0,HR,28.0,5,Male
36.0,,HR,6.0,4,Male
39.0,,Marketing,11.0,4,Male
54.0,78291.0,HR,16.0,5,Female
49.0,57405.0,Sales,5.0,5,Female
,147069.0,Engineering,,1,Female
20.0,,Engineering,7.0,1,Male
45.0,120909.0,Sales,19.0,3,Male
27.0,50827.0,Marketing,,3,Female
68.0,63040.0,HR,,3,Female
,90354.0,Sales,18.0,2,Male
46.0,108543.0,Engineering,,4,Male
32.0,48157.0,Engineering,,2,Male
50.0,,Sales,15.0,5,Female
24.0,65315.0,Engineering,3.0,1,Male
29.0,,Sales,24.0,5,Male
66.0,,Engineering,28.0,5,Male
47.0,44414.0,Sales,10.0,1,Female
38.0,44327.0,HR,9.0,5,Female
,143880.0,HR,,3,Female
41.0,30946.0,HR,,1,Male
37.0,44693.0,HR,3.0,5,Male
54.0,,Engineering,22.0,3,Male
21.0,,Marketing,23.0,3,Male
45.0,125790.0,Sales,15.0,4,Female
61.0,45540.0,Marketing,17.0,3,Male
37.0,102255.0,Engineering,14.0,2,Male
41.0,94757.0,Engineering,7.0,1,Female
67.0,71203.0,Marketing,,1,Male
66.0,55081.0,Marketing,16.0,1,Male
68.0,,Engineering,21.0,5,Male
49.0,41350.0,Engineering,8.0,5,Female
,85512.0,Sales,4.0,2,Male
53.0,,HR,20.0,3,Female
51.0,,HR,24.0,5,Male
53.0,,Sales,15.0,3,Female
,72832.0,Marketing,5.0,3,Female
32.0,58369.0,Engineering,13.0,5,Female
51.0,,Marketing,,5,Male
53.0,47576.0,HR,28.0,2,Male
23.0,59001.0,HR,27.0,4,Female
56.0,113384.0,Marketing,,1,Female
59.0,30390.0,HR,,5,Male
68.0,117535.0,Engineering,7.0,5,Female
68.0,75436.0,Sales,6.0,3,Male
29.0,41569.0,Marketing,,4,Male
,,Engineering,11.0,5,Female
62.0,52490.0,Engineering,7.0,4,Female
35.0,,HR,22.0,1,Male
,130864.0,Engineering,21.0,3,Male
38.0,35867.0,Marketing,8.0,2,Male
32.0,110820.0,Engineering,5.0,1,Female
,129515.0,Sales,27.0,4,Male
52.0,39121.0,Engineering,18.0,4,Female
,31539.0,Engineering,22.0,1,Female
,121024.0,Sales,16.0,4,Male
53.0,47027.0,Engineering,14.0,2,Female
65.0,104229.0,Engineering,12.0,2,Female
47.0,38921.0,HR,17.0,4,Female
40.0,80435.0,Marketing,5.0,4,Female
59.0,40310.0,HR,14.0,2,Male
,93965.0,Marketing,,4,Male
,141048.0,Sales,15.0,5,Female
31.0,126444.0,Sales,,3,Female
19.0,99922.0,Sales,,5,Female
,127799.0,Marketing,18.0,4,Female
22.0,123948.0,Marketing,1.0,4,Female
55.0,112839.0,Marketing,6.0,3,Male
,42242.0,Sales,3.0,4,Male
58.0,147027.0,Marketing,5.0,3,Male
64.0,142561.0,Engineering,,2,Male
31.0,38947.0,HR,11.0,3,Female
56.0,142250.0,Sales,,3,Female
42.0,101466.0,HR,16.0,5,Male
37.0,133706.0,Engineering,,4,Male
19.0,91816.0,Marketing,17.0,2,Male
56.0,78785.0,HR,17.0,1,Female
,149963.0,Engineering,29.0,3,Female
34.0,30507.0,Engineering,11.0,1,Female
42.0,96972.0,HR,20.0,4,Male
45.0,57151.0,Sales,,3,Male
,41618.0,HR,29.0,1,Female
52.0,,Sales,16.0,5,Female
54.0,46122.0,Marketing,2.0,1,Female
22.0,37354.0,Sales,17.0,5,Male
18.0,139598.0,Marketing,22.0,2,Female
,60979.0,HR,20.0,4,Female
29.0,116436.0,Marketing,,1,Male
53.0,109376.0,Engineering,13.0,3,Female
62.0,82774.0,Marketing,12.0,4,Female
40.0,132703.0,Sales,15.0,1,Female
64.0,,Sales,7.0,3,Female
48.0,58633.0,Sales,27.0,3,Male
28.0,54495.0,Marketing,22.0,3,Female
,94550.0,Sales,21.0,3,Male
20.0,111384.0,Sales,,1,Female
31.0,,Engineering,28.0,2,Male
33.0,143181.0,Marketing,13.0,5,Female
,103373.0,Engineering,12.0,5,Female
46.0,,Sales,12.0,5,Male
27.0,37370.0,Sales,28.0,2,Female
29.0,149873.0,Sales,2.0,3,Female
47.0,146843.0,Marketing,,3,Male
58.0,,HR,25.0,4,Female
,69133.0,Sales,,5,Female
22.0,,Sales,,5,Female
37.0,125761.0,Sales,,3,Female
,,Sales,26.0,5,Female
60.0,30692.0,Marketing,20.0,3,Male
29.0,58926.0,HR,13.0,3,Male
18.0,129782.0,HR,29.0,3,Female
37.0,134700.0,HR,3.0,1,Female
45.0,103984.0,Sales,11.0,1,Male
60.0,73390.0,Sales,16.0,1,Male
54.0,79593.0,HR,1.0,1,Male
64.0,105609.0,HR,19.0,2,Male
54.0,130950.0,Sales,11.0,4,Male
,35209.0,Sales,9.0,4,Male
54.0,36533.0,Engineering,14.0,3,Female
,116597.0,Engineering,9.0,5,Female
66.0,37211.0,Engineering,7.0,1,Female
61.0,,HR,16.0,4,Female
45.0,107463.0,Marketing,3.0,4,Female
64.0,147333.0,Sales,29.0,1,Male
32.0,54594.0,Engineering,19.0,2,Male
,104852.0,Marketing,,2,Male
,107713.0,Sales,,4,Male
,106382.0,Marketing,23.0,2,Male
67.0,,HR,28.0,1,Male
31.0,133780.0,HR,,4,Female
,142157.0,HR,18.0,1,Female
26.0,70696.0,Engineering,28.0,2,Male
,95449.0,Sales,5.0,1,Female
,97616.0,HR,23.0,2,Male
43.0,36089.0,Engineering,23.0,2,Female
46.0,86548.0,Engineering,22.0,1,Male
18.0,56123.0,Engineering,26.0,2,Male
52.0,37797.0,Engineering,10.0,3,Female
23.0,80013.0,HR,12.0,1,Male
54.0,38346.0,Engineering,8.0,3,Female
,115414.0,HR,19.0,1,Female
50.0,63672.0,HR,15.0,2,Male
66.0,47653.0,Engineering,1.0,2,Male
68.0,79556.0,HR,3.0,4,Male
,138278.0,Sales,27.0,4,Female
,56140.0,Sales,18.0,3,Female
,31184.0,Marketing,18.0,2,Male
37.0,64493.0,Sales,2.0,4,Male
67.0,,HR,5.0,2,Male
41.0,,HR,29.0,1,Male
60.0,141361.0,Sales,1.0,4,Male
51.0,52195.0,Engineering,10.0,3,Male
,35606.0,Engineering,20.0,4,Male
67.0,,HR,10.0,2,Female
46.0,46555.0,Engineering,5.0,5,Female
56.0,120385.0,Marketing,18.0,5,Male
,48690.0,Marketing,21.0,2,Male
64.0,,Sales,26.0,1,Female
60.0,78849.0,Sales,15.0,4,Male
67.0,56347.0,Engineering,20.0,5,Female
40.0,128725.0,HR,,1,Female
61.0,133844.0,Sales,17.0,2,Male
55.0,121321.0,Marketing,,1,Female
37.0,79056.0,Sales,,2,Female
40.0,93851.0,Sales,,4,Male
,,Marketing,12.0,1,Male
69.0,111502.0,HR,26.0,4,Female
33.0,126633.0,Sales,1.0,1,Male
,111418.0,Sales,26.0,2,Female
,,Sales,26.0,2,Female
25.0,71850.0,Engineering,4.0,1,Female
67.0,108545.0,Sales,8.0,2,Female
38.0,57843.0,Marketing,1.0,3,Female
18.0,92320.0,HR,27.0,3,Female
25.0,59793.0,HR,15.0,4,Male
,69516.0,Marketing,18.0,3,Male
49.0,134407.0,Engineering,1.0,3,Male
55.0,47857.0,Marketing,,5,Male
22.0,49627.0,HR,23.0,5,Female
64.0,91822.0,Marketing,2.0,5,Female
39.0,114101.0,Engineering,,5,Female
64.0,121561.0,HR,12.0,2,Female
,82248.0,Engineering,16.0,4,Female
18.0,85798.0,Marketing,22.0,4,Male
43.0,123368.0,Sales,22.0,3,Male
60.0,74116.0,Marketing,,4,Male
27.0,105318.0,Engineering,,3,Female
47.0,,Marketing,15.0,4,Female
67.0,117902.0,Sales,17.0,1,Male
35.0,,Engineering,,1,Female
,101334.0,Marketing,3.0,4,Female
43.0,105163.0,Engineering,26.0,2,Male
,136719.0,Engineering,,3,Female
64.0,108002.0,HR,16.0,4,Male
57.0,,HR,6.0,3,Male
,42720.0,Engineering,,5,Male
29.0,87608.0,Marketing,,4,Male
44.0,,Marketing,11.0,2,Female
25.0,132828.0,Marketing,21.0,5,Female
,102095.0,Sales,,4,Female
63.0,135924.0,Engineering,18.0,1,Male
,114694.0,Engineering,26.0,4,Female
50.0,,Sales,,1,Male
18.0,,Engineering,28.0,1,Female
36.0,65892.0,Engineering,24.0,4,Female
48.0,136975.0,Sales,27.0,4,Male
,107242.0,HR,22.0,1,Female
,,Engineering,4.0,3,Male
,,Sales,,5,Male
22.0,,Marketing,,2,Female
,,HR,8.0,4,Female
43.0,30924.0,Marketing,,5,Female
45.0,,Engineering,10.0,5,Female
19.0,,HR,2.0,3,Male
67.0,101042.0,Sales,8.0,5,Male
23.0,,Engineering,,4,Female
26.0,92217.0,Sales,,5,Female
50.0,130699.0,HR,18.0,4,Female
58.0,120140.0,Marketing,17.0,4,Male
,,Engineering,6.0,1,Female
65.0,103762.0,Engineering,13.0,3,Male
30.0,41781.0,Sales,23.0,2,Female
,35515.0,HR,14.0,1,Female
30.0,147358.0,Sales,26.0,2,Male
48.0,66133.0,HR,21.0,4,Male
58.0,112508.0,Engineering,10.0,1,Female
28.0,127628.0,HR,,5,Male
21.0,106946.0,Engineering,11.0,5,Male
51.0,115058.0,HR,,2,Female
55.0,39095.0,Marketing,12.0,4,Male
63.0,118583.0,HR,9.0,2,Male
21.0,50470.0,Marketing,4.0,3,Female
,73129.0,HR,7.0,5,Female
,,HR,,1,Male
23.0,67038.0,Sales,29.0,1,Female
51.0,117939.0,Sales,22.0,1,Male
35.0,72674.0,Engineering,2.0,5,Male
30.0,,Sales,7.0,4,Male
58.0,112476.0,HR,29.0,5,Female
40.0,59831.0,Sales,9.0,5,Male
36.0,87174.0,HR,5.0,1,Male
,41279.0,Marketing,15.0,5,Male
28.0,68220.0,HR,18.0,1,Female
18.0,,Engineering,4.0,4,Female
41.0,82719.0,Marketing,19.0,3,Female
24.0,,Engineering,,1,Male
42.0,102013.0,Engineering,26.0,2,Male
,,Engineering,7.0,3,Female
32.0,95524.0,Sales,26.0,4,Male
18.0,112936.0,Engineering,8.0,3,Male
29.0,36470.0,Marketing,17.0,1,Male
24.0,97598.0,HR,13.0,4,Male
32.0,71798.0,Engineering,24.0,2,Female
38.0,83473.0,Marketing,21.0,1,Female
36.0,49880.0,Engineering,28.0,1,Female
46.0,130117.0,HR,23.0,4,Male
42.0,74439.0,Marketing,11.0,4,Male
50.0,44308.0,Marketing,27.0,3,Female
66.0,121563.0,HR,,2,Female
49.0,126256.0,Marketing,,3,Female
66.0,65081.0,HR,,3,Male
52.0,,Marketing,5.0,1,Female
61.0,80383.0,Marketing,6.0,4,Male
,39837.0,HR,,1,Female
43.0,134135.0,HR,25.0,2,Male
28.0,82151.0,Marketing,24.0,3,Male
52.0,148128.0,Marketing,7.0,2,Female
25.0,,HR,28.0,4,Male
63.0,63073.0,Sales,21.0,4,Male
31.0,142651.0,HR,15.0,5,Female
,127624.0,Marketing,19.0,2,Female
19.0,,Marketing,16.0,1,Female
63.0,56299.0,Marketing,,2,Male
,129993.0,HR,13.0,3,Male
20.0,88861.0,Marketing,5.0,4,Female
38.0,60063.0,Sales,,4,Female
43.0,99453.0,Engineering,,2,Male
25.0,98472.0,Sales,,2,Female
65.0,132166.0,HR,14.0,2,Female
19.0,44506.0,Marketing,16.0,3,Male
23.0,124341.0,HR,22.0,3,Male
45.0,,Engineering,17.0,1,Female
46.0,143604.0,HR,27.0,2,Male
43.0,56026.0,Marketing,4.0,1,Male
42.0,57672.0,Engineering,13.0,5,Female
29.0,68417.0,Engineering,8.0,3,Female
22.0,82413.0,Marketing,19.0,4,Female
51.0,95066.0,Marketing,5.0,5,Male
65.0,89213.0,Marketing,2.0,4,Female
54.0,80971.0,HR,15.0,5,Male
32.0,57281.0,Sales,,1,Female
61.0,143978.0,HR,11.0,1,Male
53.0,58091.0,HR,,3,Male
32.0,80494.0,Sales,23.0,4,Female
60.0,133864.0,Marketing,10.0,5,Male
65.0,,Marketing,3.0,2,Female
40.0,48610.0,Sales,5.0,2,Female
,31079.0,Sales,3.0,3,Male
63.0,125386.0,HR,6.0,4,Male
,,Engineering,13.0,2,Male
61.0,116126.0,Sales,10.0,3,Female
60.0,,HR,19.0,3,Female
62.0,60951.0,Engineering,,4,Female
38.0,110863.0,Marketing,18.0,2,Female
,,Marketing,3.0,2,Female
60.0,89872.0,HR,24.0,2,Female
33.0,37235.0,HR,24.0,1,Male
64.0,112733.0,Sales,17.0,2,Female
32.0,92712.0,Marketing,8.0,5,Female
42.0,51473.0,HR,10.0,1,Female
53.0,97567.0,Marketing,,1,Female
28.0,136818.0,Marketing,12.0,1,Male
68.0,137399.0,Sales,23.0,1,Male
32.0,109823.0,Engineering,6.0,3,Male
21.0,134215.0,Sales,2.0,5,Female
38.0,139999.0,HR,21.0,4,Female
,,Sales,23.0,2,Female
39.0,114573.0,Sales,24.0,1,Male
36.0,122588.0,Marketing,,4,Female
51.0,98876.0,Sales,17.0,3,Female
31.0,70644.0,HR,29.0,4,Male
,,Engineering,7.0,1,Male
65.0,,Sales,29.0,5,Female
69.0,,Sales,21.0,4,Male
63.0,55425.0,Engineering,,1,Female
44.0,114817.0,HR,23.0,1,Female
,137585.0,HR,1.0,2,Male
64.0,115961.0,Sales,,2,Female
45.0,130342.0,Marketing,12.0,5,Male
52.0,127649.0,Sales,14.0,2,Male
25.0,99806.0,Engineering,,5,Female
,72814.0,Engineering,10.0,3,Male
59.0,100219.0,Engineering,15.0,3,Female
53.0,,Sales,21.0,2,Female
47.0,69884.0,Sales,24.0,3,Male
35.0,125345.0,HR,26.0,4,Male
19.0,130088.0,Marketing,15.0,4,Male
,148198.0,Sales,,4,Female
30.0,99322.0,HR,21.0,3,Female
21.0,,Sales,28.0,4,Female
,124242.0,HR,7.0,5,Female
42.0,,HR,26.0,1,Female
47.0,68196.0,Marketing,3.0,2,Female
28.0,69449.0,Sales,2.0,5,Female
24.0,69661.0,HR,6.0,4,Male
48.0,59709.0,Engineering,21.0,1,Female
61.0,140965.0,Engineering,9.0,2,Female
27.0,110428.0,Engineering,,5,Male
,105179.0,Marketing,,2,Female
30.0,39943.0,HR,27.0,3,Female
,73240.0,Marketing,3.0,4,Male
24.0,,Sales,9.0,5,Female
66.0,,Sales,24.0,5,Male
59.0,73894.0,HR,,1,Female
59.0,36869.0,Engineering,,1,Female
53.0,91078.0,HR,,1,Male
37.0,86759.0,HR,10.0,2,Male
21.0,135973.0,HR,13.0,4,Female
24.0,74306.0,Marketing,,2,Female
18.0,,Sales,27.0,4,Male
61.0,85371.0,HR,1.0,5,Female
,50918.0,HR,,2,Male
59.0,58379.0,HR,22.0,2,Male
64.0,138475.0,Marketing,29.0,2,Male
30.0,120810.0,Marketing,19.0,3,Female
39.0,113232.0,Marketing,19.0,4,Female
38.0,32962.0,HR,,4,Female
39.0,43851.0,Engineering,13.0,2,Male
45.0,147626.0,Engineering,19.0,3,Female
26.0,75747.0,Engineering,13.0,2,Male
43.0,,Sales,,4,Male
26.0,100832.0,HR,,5,Female
32.0,86356.0,Engineering,22.0,3,Female
27.0,,Engineering,21.0,3,Male
,35730.0,Engineering,4.0,2,Female
59.0,43921.0,HR,24.0,5,Male
25.0,,Engineering,2.0,4,Female
41.0,101138.0,Engineering,15.0,1,Male
33.0,113111.0,HR,12.0,4,Female
66.0,49023.0,Sales,27.0,4,Male
43.0,75349.0,Marketing,,5,Female
44.0,111533.0,Engineering,,3,Male
54.0,113286.0,Marketing,18.0,4,Male
21.0,71979.0,Sales,23.0,3,Male
67.0,52837.0,Sales,,5,Male
,44997.0,Engineering,17.0,5,Male
36.0,134975.0,HR,4.0,2,Male
53.0,118603.0,Sales,25.0,1,Female
56.0,75039.0,Marketing,14.0,5,Male
27.0,,Marketing,20.0,5,Male
,38876.0,Marketing,,3,Female
35.0,90973.0,Marketing,13.0,5,Female
36.0,32887.0,Sales,3.0,4,Male
53.0,93723.0,Engineering,26.0,2,Female
27.0,72422.0,Engineering,26.0,2,Female
,,Marketing,,4,Male
,81413.0,Engineering,14.0,5,Male
22.0,132484.0,Marketing,15.0,1,Female
64.0,32841.0,Marketing,3.0,5,Female
66.0,58756.0,HR,1.0,2,Female
52.0,101576.0,Sales,26.0,1,Female
,148248.0,Sales,24.0,3,Female
51.0,,Marketing,17.0,3,Female
50.0,60341.0,Sales,3.0,5,Male
38.0,34758.0,Engineering,14.0,5,Female
34.0,47010.0,Marketing,3.0,1,Male
39.0,90758.0,HR,13.0,1,Male
65.0,,Engineering,15.0,5,Female
54.0,79002.0,HR,18.0,2,Male
32.0,133318.0,HR,14.0,3,Female
52.0,31375.0,Sales,21.0,1,Male
45.0,129485.0,Sales,,2,Female
24.0,52092.0,Marketing,,5,Male
49.0,,Sales,,4,Female
28.0,33729.0,HR,8.0,1,Male
27.0,35974.0,HR,4.0,4,Female
26.0,148222.0,Engineering,4.0,2,Male
31.0,115216.0,HR,19.0,3,Male
30.0,,Marketing,11.0,2,Male
42.0,,Marketing,,3,Female
19.0,51398.0,Sales,8.0,2,Female
52.0,64650.0,Sales,,1,Female
24.0,51292.0,Sales,1.0,1,Female
38.0,131291.0,Marketing,7.0,4,Female
35.0,133889.0,HR,21.0,2,Male
,33159.0,Sales,20.0,2,Female
59.0,,Engineering,,4,Female
56.0,92766.0,Sales,24.0,5,Male
,124887.0,Marketing,11.0,2,Female
66.0,,Sales,27.0,2,Female
28.0,47065.0,HR,29.0,2,Female
56.0,,Sales,14.0,5,Female
41.0,,Marketing,22.0,1,Female
63.0,76511.0,Marketing,16.0,4,Female
36.0,114307.0,Engineering,14.0,5,Male
21.0,130997.0,Marketing,12.0,3,Female
43.0,137866.0,Engineering,17.0,3,Female
55.0,59320.0,HR,14.0,5,Female
59.0,99876.0,Marketing,10.0,5,Male
49.0,64924.0,Sales,24.0,1,Male
56.0,111720.0,HR,29.0,3,Male
62.0,70734.0,Sales,14.0,4,Male
63.0,,Sales,18.0,2,Female
53.0,70025.0,Sales,,2,Male
57.0,124503.0,HR,9.0,1,Female
,32159.0,HR,17.0,1,Female
50.0,78940.0,Marketing,6.0,3,Female
53.0,109436.0,Sales,8.0,4,Male
20.0,106976.0,Engineering,,4,Female
26.0,44678.0,Marketing,13.0,5,Male
25.0,,HR,18.0,1,Female
,77204.0,Engineering,5.0,2,Male
23.0,42021.0,HR,6.0,2,Male
58.0,36772.0,Engineering,21.0,3,Female
56.0,97163.0,Marketing,19.0,2,Female
21.0,139968.0,Engineering,,4,Female
30.0,103755.0,Marketing,7.0,4,Male
66.0,,HR,4.0,1,Male
19.0,,Engineering,25.0,3,Male
22.0,60232.0,Sales,11.0,2,Female
61.0,91497.0,Sales,12.0,1,Male
44.0,138017.0,HR,14.0,5,Female
49.0,,Engineering,13.0,5,Male
,130485.0,Sales,29.0,2,Male
25.0,139898.0,Marketing,10.0,2,Male
55.0,,Engineering,,2,Female
25.0,135468.0,Engineering,16.0,4,Female
67.0,114517.0,Sales,5.0,2,Female
20.0,30901.0,Marketing,8.0,5,Male
61.0,,Marketing,14.0,2,Male
20.0,137594.0,Marketing,5.0,3,Male
39.0,113597.0,Engineering,,5,Male
23.0,32881.0,HR,28.0,3,Female
19.0,59863.0,Engineering,24.0,5,Male
40.0,141362.0,Engineering,8.0,1,Male
,35622.0,Sales,25.0,5,Female
19.0,31378.0,HR,26.0,5,Female
55.0,113168.0,Marketing,6.0,3,Female
,123847.0,Sales,16.0,3,Male
52.0,,Engineering,28.0,5,Female
,75201.0,HR,4.0,5,Male
40.0,137760.0,Marketing,12.0,4,Female
47.0,89251.0,Marketing,11.0,1,Male
69.0,102572.0,Engineering,3.0,1,Male
25.0,69255.0,Marketing,12.0,2,Male
,93212.0,Marketing,5.0,5,Male
61.0,,HR,6.0,5,Male
53.0,146736.0,Sales,19.0,5,Male
22.0,52499.0,HR,18.0,5,Female
30.0,132552.0,Sales,16.0,1,Male
,81628.0,Sales,23.0,3,Male
48.0,91360.0,Sales,11.0,4,Male
64.0,,Marketing,5.0,3,Male
33.0,123309.0,HR,,3,Female
59.0,115473.0,Marketing,3.0,1,Male
,42632.0,Engineering,8.0,4,Male
33.0,60607.0,HR,,5,Female
29.0,,Sales,4.0,1,Male
34.0,,Marketing,12.0,1,Female
33.0,,Marketing,12.0,4,Male
29.0,93382.0,HR,,2,Male
25.0,100354.0,HR,21.0,1,Female
37.0,,Sales,,3,Female
20.0,83775.0,Sales,,3,Female
33.0,37349.0,Engineering,22.0,5,Male
47.0,101154.0,Sales,,1,Female
,57464.0,Marketing,13.0,5,Female
40.0,,Engineering,9.0,1,Male
45.0,67344.0,Engineering,7.0,4,Male
,113791.0,Engineering,12.0,1,Male
,54299.0,HR,5.0,2,Female
22.0,77975.0,Sales,18.0,3,Male
37.0,,Engineering,4.0,4,Female
57.0,,HR,2.0,3,Female
61.0,,HR,3.0,5,Female
,111788.0,Engineering,26.0,4,Female
47.0,136540.0,Engineering,12.0,2,Male
38.0,70581.0,Marketing,3.0,3,Male
37.0,130372.0,Engineering,4.0,1,Female
23.0,101289.0,Marketing,6.0,1,Female
39.0,135541.0,Engineering,,1,Male
,,Engineering,,4,Male
25.0,36191.0,Sales,10.0,2,Female
56.0,113434.0,Engineering,,2,Female
,114518.0,Engineering,17.0,2,Female
,110158.0,Marketing,16.0,3,Female
33.0,96537.0,Marketing,9.0,4,Female
29.0,,Sales,,1,Male
55.0,77645.0,Engineering,21.0,3,Female
69.0,138536.0,Engineering,9.0,2,Male
,53283.0,Marketing,27.0,1,Female
31.0,116971.0,HR,23.0,4,Male
53.0,122759.0,HR,9.0,5,Female
50.0,89123.0,HR,12.0,2,Male
,132780.0,Marketing,23.0,2,Male
67.0,,Marketing,9.0,2,Female
62.0,79630.0,HR,15.0,2,Female
19.0,60734.0,HR,2.0,1,Male
58.0,30515.0,Engineering,11.0,4,Male
38.0,140782.0,Marketing,,3,Male
19.0,,Marketing,,1,Female
44.0,127800.0,HR,23.0,4,Male
,139164.0,HR,,3,Female
18.0,76216.0,Sales,21.0,2,Female
28.0,101833.0,Marketing,,4,Female
20.0,,Sales,7.0,2,Female
69.0,57856.0,Engineering,3.0,4,Female
40.0,144959.0,Sales,8.0,5,Female
43.0,103870.0,HR,18.0,2,Male
,54162.0,Marketing,17.0,2,Male
35.0,36008.0,Marketing,11.0,2,Female
23.0,37987.0,Sales,2.0,1,Male
52.0,92532.0,Sales,,3,Male
,126502.0,Engineering,21.0,2,Female
60.0,33332.0,Engineering,27.0,2,Male
32.0,96323.0,HR,,1,Female
39.0,68990.0,HR,19.0,1,Female
,39873.0,HR,7.0,5,Female
69.0,112542.0,Sales,18.0,4,Female
59.0,115761.0,Sales,8.0,2,Male
,66444.0,Marketing,14.0,4,Male
64.0,,HR,7.0,1,Female
66.0,135219.0,Sales,28.0,1,Male
59.0,35033.0,Marketing,21.0,5,Female
55.0,103324.0,HR,28.0,3,Female
35.0,45689.0,Engineering,27.0,1,Male
62.0,,Engineering,4.0,2,Male
52.0,117134.0,Sales,,5,Female
47.0,133016.0,Marketing,5.0,3,Male
41.0,125239.0,Engineering,12.0,5,Female
59.0,30066.0,Marketing,,1,Female
47.0,144159.0,Marketing,26.0,3,Male
31.0,75246.0,Engineering,20.0,4,Female
23.0,,Marketing,13.0,3,Male
20.0,110639.0,Engineering,,2,Female
,100152.0,Sales,28.0,4,Female
24.0,,HR,18.0,4,Female
69.0,145828.0,HR,20.0,2,Female
,89658.0,Sales,9.0,4,Female
26.0,68498.0,Engineering,,1,Male
,139028.0,Engineering,21.0,3,Female
38.0,41772.0,Engineering,27.0,3,Male
52.0,119385.0,Engineering,,2,Male
19.0,79036.0,Sales,1.0,1,Male
44.0,,HR,17.0,4,Female
19.0,,Marketing,,3,Male
52.0,42940.0,Marketing,,3,Male
,148027.0,HR,20.0,3,Male
31.0,46932.0,Sales,,3,Female
37.0,125305.0,Marketing,2.0,5,Female
35.0,86827.0,HR,,2,Female
27.0,91431.0,Sales,9.0,4,Female
42.0,,Marketing,20.0,4,Male
19.0,142947.0,Engineering,6.0,2,Female
,,Engineering,28.0,1,Male
50.0,57777.0,Sales,1.0,2,Female
53.0,62567.0,Engineering,28.0,3,Male
48.0,145259.0,Sales,25.0,3,Female
,,HR,5.0,2,Female
18.0,72598.0,HR,3.0,2,Female
63.0,89199.0,Marketing,,4,Female
33.0,43798.0,Sales,1.0,4,Male
,95364.0,Marketing,14.0,5,Female
,47558.0,Marketing,9.0,5,Female
20.0,91084.0,HR,24.0,3,Female
52.0,,Marketing,,5,Male
58.0,95497.0,Engineering,18.0,5,Female
,30178.0,Marketing,14.0,1,Female
,,Sales,25.0,2,Male
30.0,116006.0,Engineering,,4,Male
51.0,,HR,25.0,5,Male
25.0,,Sales,10.0,4,Female
,30798.0,Engineering,3.0,5,Male
51.0,37601.0,Sales,,5,Female
21.0,55363.0,Engineering,7.0,3,Male
42.0,32795.0,Sales,10.0,1,Female
32.0,127462.0,Sales,13.0,2,Male
21.0,75264.0,Engineering,,2,Male
62.0,132892.0,HR,18.0,3,Male
29.0,102833.0,HR,11.0,3,Female
49.0,33084.0,Sales,25.0,2,Male
,,Sales,4.0,2,Female
